,Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec),ï»¿Shot Number
3218,51.0,GW,Wedge,09/09/2024 07:44:24,73.9,-1.3,38.1,3198,-88,3199,91.6,99.1,-3.0,25.8,51.1,,,,,,,,,,,,
3219,52.0,GW,Wedge,09/09/2024 07:44:24,66.7,4.8,41.2,5279,461,5299,73.4,79.8,8.6,23.0,53.4,,,,,,,,,,,,
3220,53.0,GW,Wedge,09/09/2024 07:44:25,72.3,5.0,44.3,2567,196,2574,85.6,96.1,10.3,29.5,55.5,,,,,,,,,,,,
3221,54.0,GW,Wedge,09/09/2024 07:44:46,75.0,4.6,42.4,2474,67,2475,92.6,99.3,8.7,30.2,54.3,,,,,,,,,,,,
3222,55.0,PW,Wedge,09/09/2024 07:45:50,80.8,2.2,38.5,1998,-76,1999,110.0,119.2,3.4,31.2,51.2,,,,,,,,,,,,
3223,56.0,PW,Wedge,09/09/2024 07:46:11,72.6,0.0,35.3,2072,-91,2074,94.1,113.1,-1.2,22.3,46.4,,,,,,,,,,,,
3224,57.0,PW,Wedge,09/09/2024 07:46:12,79.5,4.9,35.6,6404,-1111,6500,96.0,102.7,2.3,27.7,52.3,,,,,,,,,,,,
3225,58.0,GW,Wedge,09/09/2024 07:46:12,74.5,1.0,40.0,2624,-14,2624,93.2,101.8,1.6,27.7,52.2,,,,,,,,,,,,
3226,59.0,PW,Wedge,09/09/2024 07:47:15,76.3,-2.0,33.2,2748,-101,2750,99.7,115.7,-5.2,23.0,46.2,,,,,,,,,,,,
3227,60.0,GW,Wedge,09/09/2024 07:47:16,68.8,9.4,47.7,1574,-34,1574,80.4,91.6,14.6,29.2,56.5,,,,,,,,,,,,
3228,61.0,PW,Wedge,09/09/2024 07:47:59,81.0,0.4,34.7,2220,-139,2224,111.6,119.9,-1.3,27.6,48.0,,,,,,,,,,,,
3229,62.0,PW,Wedge,09/09/2024 07:48:20,83.8,0.4,36.7,2592,198,2600,114.0,120.1,3.5,31.8,51.2,,,,,,,,,,,,
3230,63.0,PW,Wedge,09/09/2024 07:49:03,69.6,-1.5,28.1,4024,-65,4025,82.9,94.3,-2.9,15.1,40.1,,,,,,,,,,,,
3231,64.0,PW,Wedge,09/09/2024 07:49:45,86.8,-2.5,30.0,7399,-40,7399,110.0,112.2,-5.1,27.8,49.9,,,,,,,,,,,,
3232,65.0,PW,Wedge,09/09/2024 07:50:07,78.2,-1.1,32.7,3444,-188,3449,101.5,110.9,-4.1,24.0,47.2,,,,,,,,,,,,
3233,66.0,PW,Wedge,09/09/2024 07:50:07,84.4,3.4,32.9,6743,296,6749,105.5,108.0,8.2,28.9,51.4,,,,,,,,,,,,
3234,67.0,PW,Wedge,09/09/2024 07:50:08,77.9,-0.7,33.1,5456,449,5474,96.5,106.2,1.7,24.5,49.2,,,,,,,,,,,,
3235,68.0,PW,Wedge,09/09/2024 07:50:08,81.8,7.1,38.1,2412,427,2450,109.6,122.5,21.6,31.5,51.8,,,,,,,,,,,,
3236,69.0,PW,Wedge,09/09/2024 07:50:21,82.2,1.3,29.1,7469,-285,7474,102.8,104.9,0.9,23.9,47.8,,,,,,,,,,,,
3237,70.0,PW,Wedge,09/09/2024 07:50:39,78.3,6.7,39.4,3326,567,3374,98.0,107.8,18.2,30.1,53.3,,,,,,,,,,,,
3238,71.0,PW,Wedge,09/09/2024 07:50:59,81.6,-1.1,31.9,3298,-417,3324,108.9,116.4,-6.8,25.4,47.1,,,,,,,,,,,,
3239,72.0,PW,Wedge,09/09/2024 07:51:21,85.9,-0.5,28.9,8074,-88,8074,108.3,109.8,-1.5,26.2,49.1,,,,,,,,,,,,
3240,73.0,PW,Wedge,09/09/2024 07:51:55,82.1,2.2,37.3,2695,-147,2699,109.6,119.3,2.5,31.2,51.6,,,,,,,,,,,,
3241,74.0,PW,Wedge,09/09/2024 07:52:17,77.2,4.5,41.1,1872,319,1899,101.2,113.2,13.8,30.7,52.7,,,,,,,,,,,,
3242,75.0,8i,Iron,09/09/2024 07:53:48,79.9,-1.1,20.0,2750,-837,2875,98.7,117.7,-11.7,12.2,30.7,,,,,,,,,,,,
3243,76.0,8i,Iron,09/09/2024 07:54:04,95.3,6.5,33.2,2096,346,2124,144.1,160.3,27.2,36.5,49.4,,,,,,,,,,,,
3244,77.0,8i,Iron,09/09/2024 07:54:35,87.8,3.1,24.0,4743,733,4799,117.2,128.1,14.3,21.1,41.9,,,,,,,,,,,,
3245,78.0,8i,Iron,09/09/2024 07:54:56,95.5,3.3,30.3,2473,506,2524,142.5,157.8,20.7,32.8,47.5,,,,,,,,,,,,
3246,79.0,8i,Iron,09/09/2024 07:55:18,102.5,0.4,23.4,8549,93,8550,136.4,138.1,1.7,30.9,49.0,,,,,,,,,,,,
3247,80.0,8i,Iron,09/09/2024 07:56:04,100.7,-1.5,27.0,4223,92,4224,144.4,156.8,-2.5,33.3,48.5,,,,,,,,,,,,
3248,81.0,8i,Iron,09/09/2024 07:56:04,83.3,1.6,25.2,4563,325,4575,109.1,121.0,6.3,19.9,41.7,,,,,,,,,,,,
3249,82.0,8i,Iron,09/09/2024 07:56:26,105.9,-1.6,22.7,7520,-246,7524,144.2,152.2,-6.8,31.8,48.6,,,,,,,,,,,,
3250,83.0,8i,Iron,09/09/2024 07:57:53,86.5,0.8,22.7,4178,-622,4224,115.2,128.2,-4.9,18.9,39.1,,,,,,,,,,,,
3251,84.0,8i,Iron,09/09/2024 07:58:14,97.7,-1.9,23.9,4829,-450,4850,136.9,143.0,-10.3,27.1,45.1,,,,,,,,,,,,
3252,85.0,8i,Iron,09/09/2024 07:58:36,91.8,-2.4,24.2,4401,-459,4425,126.5,138.2,-11.3,23.7,43.0,,,,,,,,,,,,
3253,86.0,8i,Iron,09/09/2024 07:59:12,98.6,-3.0,24.9,4624,75,4625,139.4,146.8,-6.8,29.1,46.2,,,,,,,,,,,,
3254,87.0,8i,Iron,09/09/2024 07:59:13,94.9,1.4,28.3,3774,-82,3775,134.8,142.9,2.2,30.6,47.6,,,,,,,,,,,,
3255,88.0,8i,Iron,09/09/2024 07:59:34,97.1,-0.2,27.4,4021,-175,4025,138.3,146.0,-3.1,31.1,47.6,,,,,,,,,,,,
3256,89.0,8i,Iron,09/09/2024 08:00:20,99.1,2.1,30.0,2949,-16,2949,147.5,154.4,5.3,35.8,49.0,,,,,,,,,,,,
3257,90.0,8i,Iron,09/09/2024 08:00:20,100.7,-3.0,29.7,2949,-48,2949,150.9,165.5,-9.7,36.6,49.1,,,,,,,,,,,,
3258,91.0,5i,Iron,09/09/2024 08:02:54,98.2,-3.2,16.0,1717,-1073,2025,130.2,157.5,-32.9,12.7,25.8,,,,,,,,,,,,
3259,92.0,5i,Iron,09/09/2024 08:02:54,106.3,3.0,19.1,5074,83,5075,152.0,166.7,10.1,25.8,42.5,,,,,,,,,,,,
3260,93.0,5i,Iron,09/09/2024 08:03:39,105.4,-3.5,18.4,2573,-84,2574,161.1,178.6,-13.1,22.0,35.6,,,,,,,,,,,,
3261,94.0,5i,Iron,09/09/2024 08:03:39,105.0,4.1,21.2,5631,1028,5724,147.3,158.1,24.5,28.1,45.2,,,,,,,,,,,,
3262,95.0,5i,Iron,09/09/2024 08:04:04,109.3,1.8,19.7,4376,456,4400,160.9,173.9,13.6,28.0,43.1,,,,,,,,,,,,
3263,96.0,5i,Iron,09/09/2024 08:04:27,110.9,-0.9,20.2,4199,68,4200,165.6,177.7,-1.6,30.0,44.0,,,,,,,,,,,,
3264,97.0,5i,Iron,09/09/2024 08:05:10,115.2,-0.3,19.5,6106,469,6124,164.6,169.7,5.8,32.5,46.9,,,,,,,,,,,,
3265,98.0,5i,Iron,09/09/2024 08:05:10,112.4,1.3,19.7,5531,453,5550,161.8,169.4,10.6,30.8,45.7,,,,,,,,,,,,
3266,99.0,5i,Iron,09/09/2024 08:05:54,116.1,1.3,21.1,6202,1240,6325,164.4,174.0,22.0,35.4,48.8,,,,,,,,,,,,
3267,100.0,5i,Iron,09/09/2024 08:06:36,111.1,-0.1,19.2,5556,457,5575,159.4,173.9,6.9,29.2,44.8,,,,,,,,,,,,
3268,101.0,5i,Iron,09/09/2024 08:06:37,106.5,3.8,19.6,3845,900,3949,156.4,172.0,28.4,25.5,41.0,,,,,,,,,,,,
3269,102.0,5i,Iron,09/09/2024 08:06:58,116.5,-3.2,18.2,6146,201,6149,166.8,173.4,-6.9,31.3,45.9,,,,,,,,,,,,
3290,8.0,8i,Iron,06/10/2024 01:48:44,85.0,-2.8,25.7,5015,-1054,5125,108.5,119.3,-15.4,21.3,44.0,,,,,,,,,,,,
3291,9.0,8i,Iron,06/10/2024 01:48:59,89.5,-1.4,25.2,5589,-1239,5725,113.9,124.3,-14.3,23.0,45.2,,,,,,,,,,,,
3292,10.0,8i,Iron,06/10/2024 01:49:24,80.5,3.7,27.9,5907,712,5950,98.8,108.3,12.1,21.1,45.7,,,,,,,,,,,,
3293,11.0,8i,Iron,06/10/2024 01:49:40,85.0,2.2,27.9,6044,263,6050,105.5,114.9,6.5,23.5,47.0,,,,,,,,,,,,
3294,12.0,8i,Iron,06/10/2024 01:49:54,78.3,2.8,28.0,5299,28,5299,97.2,107.2,5.6,20.3,44.9,,,,,,,,,,,,
3295,13.0,8i,Iron,06/10/2024 01:50:17,82.8,1.3,29.2,6142,1156,6250,103.6,112.6,11.1,24.3,47.9,,,,,,,,,,,,
3296,14.0,3w,FW,06/10/2024 01:52:12,114.1,2.2,26.3,4647,1843,4999,157.4,170.1,39.3,40.3,52.1,,,,,,,,,,,,
3297,15.0,3w,FW,06/10/2024 01:52:58,118.6,0.9,24.2,3949,1763,4325,171.3,185.5,42.6,40.0,50.9,,,,,,,,,,,,
3298,16.0,3w,FW,06/10/2024 01:53:50,123.0,-7.7,19.7,2782,490,2825,197.3,215.7,-11.3,35.2,44.3,,,,,,,,,,,,
3299,17.0,3w,FW,06/10/2024 01:55:37,125.3,7.1,25.2,4908,2798,5650,169.0,174.2,70.3,44.0,54.1,,,,,,,,,,,,
3300,18.0,3w,FW,06/10/2024 01:55:56,125.3,3.3,23.7,4494,2074,4949,175.8,180.6,52.9,42.9,52.3,,,,,,,,,,,,
3301,19.0,Dr,Driver,06/10/2024 01:57:20,123.0,-7.1,19.6,5027,2523,5625,169.6,182.5,22.7,33.9,48.4,,,,,,,,,,,,
3302,20.0,Dr,Driver,06/10/2024 01:57:41,118.6,-10.4,22.5,5218,2752,5899,161.5,173.3,12.8,36.4,50.7,,,,,,,,,,,,
3303,21.0,Dr,Driver,06/10/2024 01:58:02,118.6,-6.3,22.8,4440,2011,4874,168.6,182.0,20.2,37.7,50.2,,,,,,,,,,,,
3304,22.0,Dr,Driver,06/10/2024 01:58:28,123.0,7.3,24.8,5508,3901,6750,155.5,165.6,75.0,40.5,57.4,,,,,,,,,,,,
3305,23.0,Dr,Driver,06/10/2024 01:59:02,120.8,2.2,25.3,7843,4759,9174,149.9,152.9,52.2,41.4,55.5,,,,,,,,,,,,
3306,24.0,Dr,Driver,06/10/2024 01:59:46,116.3,-0.4,20.8,4995,2847,5749,159.2,172.1,44.3,32.0,48.1,,,,,,,,,,,,
3307,25.0,Dr,Driver,06/10/2024 02:00:03,120.8,-0.8,23.3,5572,2939,6300,161.5,173.4,43.5,38.6,51.8,,,,,,,,,,,,
3308,26.0,Dr,Driver,06/10/2024 02:00:34,123.0,-7.6,13.3,2233,-943,2424,186.4,194.9,-54.4,19.7,31.3,,,,,,,,,,,,
3309,27.0,Dr,Driver,06/10/2024 02:00:59,125.3,0.5,22.9,4832,2295,5349,175.7,188.5,47.8,42.2,52.3,,,,,,,,,,,,
3310,28.0,Dr,Driver,06/10/2024 02:01:24,125.3,0.9,19.9,6368,3359,7200,167.2,175.4,50.4,36.6,50.9,,,,,,,,,,,,
3311,29.0,Dr,Driver,06/10/2024 02:02:21,120.8,-3.9,19.9,1683,-235,1699,205.9,229.6,-28.1,30.9,38.5,,,,,,,,,,,,
3312,30.0,Dr,Driver,06/10/2024 02:02:45,114.1,3.1,25.4,7058,3922,8074,146.6,149.9,47.9,38.4,53.8,,,,,,,,,,,,
3313,31.0,Dr,Driver,06/10/2024 02:03:29,129.7,0.5,19.6,3543,974,3674,200.6,217.2,32.9,40.1,48.0,,,,,,,,,,,,
3314,32.0,Dr,Driver,06/10/2024 02:03:55,118.6,-2.1,22.4,3240,849,3349,180.0,196.6,17.1,37.0,47.4,,,,,,,,,,,,
3315,33.0,Dr,Driver,06/10/2024 02:04:36,123.0,-1.1,22.8,4599,2144,5074,173.0,186.4,40.1,40.1,51.0,,,,,,,,,,,,
3316,1.0,LW,Wedge,09/09/2024 07:23:48,51.4,2.4,47.5,3173,-103,3175,47.8,51.2,1.9,16.2,54.7,,,,,,,,,,,,
3317,2.0,LW,Wedge,09/09/2024 07:23:58,44.4,1.9,46.0,3149,-34,3149,37.8,42.9,1.4,11.5,51.8,,,,,,,,,,,,
3318,3.0,LW,Wedge,09/09/2024 07:24:19,29.4,1.3,41.1,2484,-665,2571,18.1,22.5,0.2,4.3,44.0,,,,,,,,,,,,
3319,4.0,LW,Wedge,09/09/2024 07:25:02,41.6,4.9,47.1,2847,108,2849,33.7,38.8,3.5,10.5,52.2,,,,,,,,,,,,
3320,5.0,LW,Wedge,09/09/2024 07:25:02,40.6,3.2,48.6,1950,0,1950,32.2,37.5,2.1,10.4,53.0,,,,,,,,,,,,
3321,6.0,LW,Wedge,09/09/2024 07:25:24,31.3,0.5,42.6,2286,24,2286,20.5,24.8,0.2,5.1,45.8,,,,,,,,,,,,
3322,7.0,LW,Wedge,09/09/2024 07:25:29,64.3,-4.9,21.7,6299,-68,6299,67.1,78.4,-6.9,8.9,31.8,,,,,,,,,,,,
3323,8.0,LW,Wedge,09/09/2024 07:25:57,32.3,2.0,39.8,4250,-279,4259,21.5,25.3,0.7,4.9,43.6,,,,,,,,,,,,
3324,9.0,LW,Wedge,09/09/2024 07:26:04,35.4,1.4,36.6,5253,-779,5310,25.3,29.5,0.3,5.2,41.0,,,,,,,,,,,,
3325,10.0,LW,Wedge,09/09/2024 07:26:26,37.6,0.3,30.0,6774,-446,6789,26.8,32.3,-0.1,4.4,34.7,,,,,,,,,,,,
3326,11.0,LW,Wedge,09/09/2024 07:26:49,41.0,2.0,45.8,2774,-45,2774,33.1,38.2,1.3,9.8,50.8,,,,,,,,,,,,
3327,12.0,LW,Wedge,09/09/2024 07:26:49,42.6,3.0,47.6,1724,47,1725,35.6,41.7,2.3,11.1,52.2,,,,,,,,,,,,
3328,13.0,LW,Wedge,09/09/2024 07:27:21,46.4,-0.3,50.6,1524,-16,1524,40.4,48.2,-0.3,14.3,55.5,,,,,,,,,,,,
3329,14.0,LW,Wedge,09/09/2024 07:28:26,42.6,6.2,51.6,1124,31,1124,34.8,41.2,4.5,12.3,55.5,,,,,,,,,,,,
3330,15.0,LW,Wedge,09/09/2024 07:29:08,43.1,10.0,53.5,1315,158,1324,34.3,40.2,7.3,13.2,57.6,,,,,,,,,,,,
3331,16.0,LW,Wedge,09/09/2024 07:29:09,49.4,5.9,54.6,1899,10,1899,41.6,45.1,4.6,17.7,59.9,,,,,,,,,,,,
3332,17.0,LW,Wedge,09/09/2024 07:29:30,53.3,-1.7,44.3,2581,-312,2600,52.9,58.3,-2.9,15.9,51.7,,,,,,,,,,,,
3333,18.0,LW,Wedge,09/09/2024 07:29:31,48.8,5.4,48.1,1616,168,1625,45.1,51.1,5.4,14.8,53.6,,,,,,,,,,,,
3334,19.0,LW,Wedge,09/09/2024 07:29:52,51.4,2.2,52.6,1849,-30,1849,46.0,50.5,1.8,18.3,58.4,,,,,,,,,,,,
3335,20.0,LW,Wedge,09/09/2024 07:30:14,49.7,4.5,47.6,2174,11,2174,46.0,51.0,4.0,15.1,53.8,,,,,,,,,,,,
3336,21.0,LW,Wedge,09/09/2024 07:30:35,50.9,3.7,53.3,1972,96,1974,44.7,48.7,3.5,18.2,59.0,,,,,,,,,,,,
3337,22.0,LW,Wedge,09/09/2024 07:31:00,56.3,1.5,50.5,2139,-210,2149,54.6,59.5,0.6,20.9,57.6,,,,,,,,,,,,
3338,23.0,LW,Wedge,09/09/2024 07:31:43,66.3,10.2,20.7,6655,2812,7225,68.3,78.3,22.0,8.6,30.9,,,,,,,,,,,,
3339,24.0,LW,Wedge,09/09/2024 07:31:43,48.9,5.6,52.9,1363,179,1375,43.1,48.2,5.4,16.7,57.8,,,,,,,,,,,,
3340,25.0,LW,Wedge,09/09/2024 07:31:44,49.8,3.4,52.6,1622,97,1625,44.2,49.0,3.2,17.2,57.9,,,,,,,,,,,,
3341,26.0,LW,Wedge,09/09/2024 07:32:48,62.9,-0.1,39.3,9023,-147,9024,65.4,68.6,-0.5,19.5,52.5,,,,,,,,,,,,
3342,27.0,LW,Wedge,09/09/2024 07:34:13,53.0,-2.4,48.9,2274,37,2274,50.4,55.2,-2.2,17.8,55.7,,,,,,,,,,,,
3343,28.0,LW,Wedge,09/09/2024 07:34:13,53.4,4.8,51.8,1499,16,1499,50.6,55.3,4.7,19.5,57.7,,,,,,,,,,,,
3344,29.0,GW,Wedge,09/09/2024 07:34:35,70.5,2.6,42.3,2746,-135,2749,83.6,89.3,3.0,26.5,53.6,,,,,,,,,,,,
3345,30.0,LW,Wedge,09/09/2024 07:34:35,52.4,7.5,56.4,1546,110,1550,44.9,49.1,6.8,20.6,61.7,,,,,,,,,,,,
3346,31.0,GW,Wedge,09/09/2024 07:35:49,65.9,3.3,33.3,8546,233,8549,73.0,77.7,5.2,17.5,47.3,,,,,,,,,,,,
3347,32.0,GW,Wedge,09/09/2024 07:36:10,69.3,5.0,42.0,2219,157,2225,83.5,90.5,9.3,25.3,52.4,,,,,,,,,,,,
3348,33.0,GW,Wedge,09/09/2024 07:36:32,63.5,2.6,38.1,2745,-164,2750,73.0,84.8,2.7,18.7,48.0,,,,,,,,,,,,
3349,34.0,GW,Wedge,09/09/2024 07:36:53,64.3,8.7,46.6,1471,104,1475,73.7,84.1,13.8,24.8,54.6,,,,,,,,,,,,
3350,35.0,GW,Wedge,09/09/2024 07:39:00,69.6,-3.6,32.5,6186,-407,6199,81.2,88.7,-7.4,18.8,46.5,,,,,,,,,,,,
3351,36.0,GW,Wedge,09/09/2024 07:39:43,73.2,1.3,44.1,2174,11,2174,89.0,102.1,2.5,30.1,55.0,,,,,,,,,,,,
3352,37.0,GW,Wedge,09/09/2024 07:39:43,74.4,6.0,43.3,2174,23,2174,92.1,100.8,10.8,30.4,54.5,,,,,,,,,,,,
3353,38.0,GW,Wedge,09/09/2024 07:39:44,67.3,8.4,46.2,2036,234,2049,77.0,86.6,14.7,26.9,55.6,,,,,,,,,,,,
3354,39.0,GW,Wedge,09/09/2024 07:39:44,67.4,7.2,43.7,2348,76,2349,78.3,90.6,12.1,25.2,53.8,,,,,,,,,,,,
3355,40.0,GW,Wedge,09/09/2024 07:39:45,68.8,6.6,43.2,1722,84,1724,83.8,91.8,11.5,25.8,52.7,,,,,,,,,,,,
3356,41.0,GW,Wedge,09/09/2024 07:39:45,64.2,8.6,47.6,2015,494,2075,70.2,79.5,15.7,25.2,56.3,,,,,,,,,,,,
3357,42.0,GW,Wedge,09/09/2024 07:39:45,71.9,5.0,39.6,6513,393,6525,81.1,86.8,9.3,25.7,53.8,,,,,,,,,,,,
3358,43.0,GW,Wedge,09/09/2024 07:40:07,66.7,2.9,40.5,3323,108,3325,76.7,87.8,5.1,22.5,51.7,,,,,,,,,,,,
3359,44.0,GW,Wedge,09/09/2024 07:41:12,76.5,-1.6,32.2,7900,0,7900,91.7,92.9,-2.5,23.1,49.2,,,,,,,,,,,,
3360,45.0,GW,Wedge,09/09/2024 07:41:12,74.9,2.0,44.3,1994,153,2000,92.8,99.9,5.3,31.6,55.2,,,,,,,,,,,,
3361,46.0,GW,Wedge,09/09/2024 07:42:16,75.2,-0.6,33.0,8548,-139,8549,88.5,93.0,-1.5,23.0,49.9,,,,,,,,,,,,
3362,47.0,GW,Wedge,09/09/2024 07:43:19,70.3,1.9,40.3,3894,212,3900,81.9,90.2,4.4,24.9,52.8,,,,,,,,,,,,
3363,48.0,GW,Wedge,09/09/2024 07:44:02,69.7,3.0,38.4,4945,541,4975,80.5,87.7,7.3,23.1,51.6,,,,,,,,,,,,
3364,49.0,GW,Wedge,09/09/2024 07:44:23,72.9,3.5,43.5,2123,81,2125,89.3,102.7,7.3,29.3,54.4,,,,,,,,,,,,
3365,50.0,GW,Wedge,09/09/2024 07:44:24,73.9,-1.3,38.1,3198,-88,3199,91.6,99.1,-3.0,25.8,51.1,,,,,,,,,,,,
3366,51.0,GW,Wedge,09/09/2024 07:44:24,66.7,4.8,41.2,5279,461,5299,73.4,79.8,8.6,23.0,53.4,,,,,,,,,,,,
3367,52.0,GW,Wedge,09/09/2024 07:44:25,72.3,5.0,44.3,2567,196,2574,85.6,96.1,10.3,29.5,55.5,,,,,,,,,,,,
3368,53.0,GW,Wedge,09/09/2024 07:44:46,75.0,4.6,42.4,2474,67,2475,92.6,99.3,8.7,30.2,54.3,,,,,,,,,,,,
3369,54.0,PW,Wedge,09/09/2024 07:45:50,80.8,2.2,38.5,1998,-76,1999,110.0,119.2,3.4,31.2,51.2,,,,,,,,,,,,
3370,55.0,PW,Wedge,09/09/2024 07:46:11,72.6,0.0,35.3,2072,-91,2074,94.1,113.1,-1.2,22.3,46.4,,,,,,,,,,,,
3371,56.0,PW,Wedge,09/09/2024 07:46:12,79.5,4.9,35.6,6404,-1111,6500,96.0,102.7,2.3,27.7,52.3,,,,,,,,,,,,
3372,57.0,GW,Wedge,09/09/2024 07:46:12,74.5,1.0,40.0,2624,-14,2624,93.2,101.8,1.6,27.7,52.2,,,,,,,,,,,,
3373,58.0,PW,Wedge,09/09/2024 07:47:15,76.3,-2.0,33.2,2748,-101,2750,99.7,115.7,-5.2,23.0,46.2,,,,,,,,,,,,
3374,59.0,GW,Wedge,09/09/2024 07:47:16,68.8,9.4,47.7,1574,-34,1574,80.4,91.6,14.6,29.2,56.5,,,,,,,,,,,,
3375,60.0,PW,Wedge,09/09/2024 07:47:59,81.0,0.4,34.7,2220,-139,2224,111.6,119.9,-1.3,27.6,48.0,,,,,,,,,,,,
3376,61.0,PW,Wedge,09/09/2024 07:48:20,83.8,0.4,36.7,2592,198,2600,114.0,120.1,3.5,31.8,51.2,,,,,,,,,,,,
3377,62.0,PW,Wedge,09/09/2024 07:49:45,86.8,-2.5,30.0,7399,-40,7399,110.0,112.2,-5.1,27.8,49.9,,,,,,,,,,,,
3378,63.0,PW,Wedge,09/09/2024 07:50:07,78.2,-1.1,32.7,3444,-188,3449,101.5,110.9,-4.1,24.0,47.2,,,,,,,,,,,,
3379,64.0,PW,Wedge,09/09/2024 07:50:07,84.4,3.4,32.9,6743,296,6749,105.5,108.0,8.2,28.9,51.4,,,,,,,,,,,,
3380,65.0,PW,Wedge,09/09/2024 07:50:08,77.9,-0.7,33.1,5456,449,5474,96.5,106.2,1.7,24.5,49.2,,,,,,,,,,,,
3381,66.0,PW,Wedge,09/09/2024 07:50:08,81.8,7.1,38.1,2412,427,2450,109.6,122.5,21.6,31.5,51.8,,,,,,,,,,,,
3382,67.0,PW,Wedge,09/09/2024 07:50:21,82.2,1.3,29.1,7469,-285,7474,102.8,104.9,0.9,23.9,47.8,,,,,,,,,,,,
3383,68.0,PW,Wedge,09/09/2024 07:50:39,78.3,6.7,39.4,3326,567,3374,98.0,107.8,18.2,30.1,53.3,,,,,,,,,,,,
3384,69.0,PW,Wedge,09/09/2024 07:50:59,81.6,-1.1,31.9,3298,-417,3324,108.9,116.4,-6.8,25.4,47.1,,,,,,,,,,,,
3385,70.0,PW,Wedge,09/09/2024 07:51:21,85.9,-0.5,28.9,8074,-88,8074,108.3,109.8,-1.5,26.2,49.1,,,,,,,,,,,,
3386,71.0,PW,Wedge,09/09/2024 07:51:55,82.1,2.2,37.3,2695,-147,2699,109.6,119.3,2.5,31.2,51.6,,,,,,,,,,,,
3387,72.0,PW,Wedge,09/09/2024 07:52:17,77.2,4.5,41.1,1872,319,1899,101.2,113.2,13.8,30.7,52.7,,,,,,,,,,,,
3388,73.0,8i,Iron,09/09/2024 07:54:04,95.3,6.5,33.2,2096,346,2124,144.1,160.3,27.2,36.5,49.4,,,,,,,,,,,,
3389,74.0,8i,Iron,09/09/2024 07:54:35,87.8,3.1,24.0,4743,733,4799,117.2,128.1,14.3,21.1,41.9,,,,,,,,,,,,
3390,75.0,8i,Iron,09/09/2024 07:54:56,95.5,3.3,30.3,2473,506,2524,142.5,157.8,20.7,32.8,47.5,,,,,,,,,,,,
3391,76.0,8i,Iron,09/09/2024 07:55:18,102.5,0.4,23.4,8549,93,8550,136.4,138.1,1.7,30.9,49.0,,,,,,,,,,,,
3392,77.0,8i,Iron,09/09/2024 07:56:04,100.7,-1.5,27.0,4223,92,4224,144.4,156.8,-2.5,33.3,48.5,,,,,,,,,,,,
3393,78.0,8i,Iron,09/09/2024 07:56:04,83.3,1.6,25.2,4563,325,4575,109.1,121.0,6.3,19.9,41.7,,,,,,,,,,,,
3394,79.0,8i,Iron,09/09/2024 07:56:26,105.9,-1.6,22.7,7520,-246,7524,144.2,152.2,-6.8,31.8,48.6,,,,,,,,,,,,
3395,80.0,8i,Iron,09/09/2024 07:57:53,86.5,0.8,22.7,4178,-622,4224,115.2,128.2,-4.9,18.9,39.1,,,,,,,,,,,,
3396,81.0,8i,Iron,09/09/2024 07:58:14,97.7,-1.9,23.9,4829,-450,4850,136.9,143.0,-10.3,27.1,45.1,,,,,,,,,,,,
3397,82.0,8i,Iron,09/09/2024 07:58:36,91.8,-2.4,24.2,4401,-459,4425,126.5,138.2,-11.3,23.7,43.0,,,,,,,,,,,,
3398,83.0,8i,Iron,09/09/2024 07:59:12,98.6,-3.0,24.9,4624,75,4625,139.4,146.8,-6.8,29.1,46.2,,,,,,,,,,,,
3399,84.0,8i,Iron,09/09/2024 07:59:13,94.9,1.4,28.3,3774,-82,3775,134.8,142.9,2.2,30.6,47.6,,,,,,,,,,,,
3400,85.0,8i,Iron,09/09/2024 07:59:34,97.1,-0.2,27.4,4021,-175,4025,138.3,146.0,-3.1,31.1,47.6,,,,,,,,,,,,
3401,86.0,8i,Iron,09/09/2024 08:00:20,99.1,2.1,30.0,2949,-16,2949,147.5,154.4,5.3,35.8,49.0,,,,,,,,,,,,
3402,87.0,8i,Iron,09/09/2024 08:00:20,100.7,-3.0,29.7,2949,-48,2949,150.9,165.5,-9.7,36.6,49.1,,,,,,,,,,,,
3403,88.0,5i,Iron,09/09/2024 08:02:54,106.3,3.0,19.1,5074,83,5075,152.0,166.7,10.1,25.8,42.5,,,,,,,,,,,,
3404,89.0,5i,Iron,09/09/2024 08:03:39,105.4,-3.5,18.4,2573,-84,2574,161.1,178.6,-13.1,22.0,35.6,,,,,,,,,,,,
3405,90.0,5i,Iron,09/09/2024 08:03:39,105.0,4.1,21.2,5631,1028,5724,147.3,158.1,24.5,28.1,45.2,,,,,,,,,,,,
3406,91.0,5i,Iron,09/09/2024 08:04:04,109.3,1.8,19.7,4376,456,4400,160.9,173.9,13.6,28.0,43.1,,,,,,,,,,,,
